  0.0000000E+00   2.620253569E+00   2.335881974E-01   7.081348222E+01   3.599264590E+02   7.507435576E+01   8.703568755E+01   2.000000000E+00   0.000000000E+00   3.562597775E+00
  1.0000000E-01   2.619539343E+00   2.333665721E-01   7.081360835E+01   1.187339055E+01   7.511157930E+01   8.703777508E+01   1.499159362E+00   2.216253069E-04   1.518497369E+00
  2.0000000E-01   2.618986144E+00   2.332548385E-01   7.081321305E+01   2.387536172E+01   7.506924889E+01   8.703975869E+01   1.720988509E+00   3.333589616E-04   1.312452289E+00
  3.0000000E-01   2.619934732E+00   2.334911033E-01   7.081742262E+01   3.580413325E+01   7.510808550E+01   8.703355699E+01   1.898818443E+00   3.333589616E-04   1.197348610E+00
  4.0000000E-01   2.618918822E+00   2.331589880E-01   7.082606891E+01   4.782198152E+01   7.508611186E+01   8.702506803E+01   2.059277488E+00   4.292094712E-04   1.114536014E+00
  5.0000000E-01   2.618640943E+00   2.332063389E-01   7.082658305E+01   5.982148296E+01   7.505037182E+01   8.702474432E+01   2.193920095E+00   4.292094712E-04   1.047904217E+00
  6.0000000E-01   2.619010314E+00   2.332541430E-01   7.082762828E+01   7.176346886E+01   7.507884885E+01   8.702453250E+01   2.295676535E+00   4.292094712E-04   9.881541608E-01
  7.0000000E-01   2.619137001E+00   2.331877346E-01   7.083001623E+01   8.372825845E+01   7.509378500E+01   8.702452928E+01   2.359105351E+00   4.292094712E-04   9.322035889E-01
  8.0000000E-01   2.618982152E+00   2.331363717E-01   7.083257574E+01   9.572289868E+01   7.507951142E+01   8.702503185E+01   2.385694403E+00   4.518257677E-04   8.792137995E-01
  9.0000000E-01   2.618760999E+00   2.331699016E-01   7.083428241E+01   1.077176804E+02   7.505916394E+01   8.702569769E+01   2.381386854E+00   4.518257677E-04   8.295523200E-01
  1.0000000E+00   2.618695368E+00   2.332356392E-01   7.083476077E+01   1.196859914E+02   7.505874237E+01   8.702597108E+01   2.355666531E+00   4.518257677E-04   7.847306574E-01
  1.1000000E+00   2.618918089E+00   2.331980471E-01   7.083471094E+01   1.316328629E+02   7.508068926E+01   8.702593650E+01   2.321210036E+00   4.518257677E-04   7.469082657E-01
  1.2000000E+00   2.619193073E+00   2.330444627E-01   7.083637559E+01   1.436121921E+02   7.508317346E+01   8.702793037E+01   2.289764545E+00   5.437347310E-04   7.152071089E-01
  1.3000000E+00   2.619070346E+00   2.330573098E-01   7.083886158E+01   1.556143636E+02   7.506153569E+01   8.703170354E+01   2.263314163E+00   5.437347310E-04   6.857753547E-01
  1.4000000E+00   2.618986196E+00   2.331024390E-01   7.083942199E+01   1.675804623E+02   7.506440971E+01   8.703279974E+01   2.242541776E+00   5.437347310E-04   6.609700012E-01
  1.5000000E+00   2.619060137E+00   2.330705211E-01   7.083925405E+01   1.795461286E+02   7.506932981E+01   8.703226608E+01   2.231944161E+00   5.437347310E-04   6.404747098E-01
  1.6000000E+00   2.619142608E+00   2.330354640E-01   7.083917623E+01   1.915301438E+02   7.506165864E+01   8.703189948E+01   2.231128277E+00   5.527334223E-04   6.210030834E-01
  1.7000000E+00   2.619133841E+00   2.330535964E-01   7.083919824E+01   2.035190234E+02   7.505092803E+01   8.703242229E+01   2.235320612E+00   5.527334223E-04   6.007020551E-01
  1.8000000E+00   2.619029461E+00   2.331055908E-01   7.083911684E+01   2.154926306E+02   7.505154253E+01   8.703357377E+01   2.240032336E+00   5.527334223E-04   5.799577334E-01
  1.9000000E+00   2.618932662E+00   2.331177686E-01   7.083898944E+01   2.274486583E+02   7.506348449E+01   8.703427005E+01   2.243750334E+00   5.527334223E-04   5.602662137E-01
  2.0000000E+00   2.619073119E+00   2.330383378E-01   7.083965480E+01   2.394201664E+02   7.505989468E+01   8.703253514E+01   2.247859050E+00   5.527334223E-04   5.429769597E-01
  2.1000000E+00   2.619498125E+00   2.330443378E-01   7.084270644E+01   2.514539832E+02   7.501483332E+01   8.702687788E+01   2.254233362E+00   5.527334223E-04   5.269735772E-01
  2.2000000E+00   2.619168315E+00   2.333131954E-01   7.084465919E+01   2.634320975E+02   7.503426536E+01   8.702411153E+01   2.259646832E+00   5.527334223E-04   5.077554544E-01
  2.3000000E+00   2.618651713E+00   2.333417007E-01   7.084404178E+01   2.753543982E+02   7.508161250E+01   8.702468463E+01   2.260352964E+00   5.527334223E-04   4.890899881E-01
  2.4000000E+00   2.618675904E+00   2.332538656E-01   7.084463143E+01   2.873258178E+02   7.507527654E+01   8.702436513E+01   2.259743751E+00   5.527334223E-04   4.740937029E-01
  2.5000000E+00   2.619026291E+00   2.332751717E-01   7.084712808E+01   2.993301268E+02   7.504596501E+01   8.702352394E+01   2.261219116E+00   5.527334223E-04   4.613634363E-01
  2.6000000E+00   2.619193502E+00   2.333794263E-01   7.085050748E+01   3.113117641E+02   7.504769094E+01   8.702321575E+01   2.265328742E+00   5.527334223E-04   4.489698043E-01
  2.7000000E+00   2.618759066E+00   2.333408657E-01   7.085284193E+01   3.232523279E+02   7.508579931E+01   8.702360361E+01   2.270801307E+00   5.527334223E-04   4.361347812E-01
  2.8000000E+00   2.618408266E+00   2.331921047E-01   7.085322070E+01   3.352254226E+02   7.507470407E+01   8.702377263E+01   2.276951163E+00   5.527334223E-04   4.242505743E-01
