  0.0000000E+00     1  -7.9836492E-01   7.2531705E-01   2.3992028E+00  -7.7374413E-01  -5.5052386E+00   1.4031006E+00
  0.0000000E+00     2   1.4208269E-01  -6.2986800E-01  -1.1005702E+00  -4.3328563E+00  -5.0629349E+00   2.3382032E+00
  1.1360000E-02     1  -8.0690811E-01   6.6256094E-01   2.4144024E+00  -7.3026171E-01  -5.5428067E+00   1.2727472E+00
  1.1360000E-02     2   9.2654806E-02  -6.8612322E-01  -1.0719577E+00  -4.3663285E+00  -4.8377354E+00   2.6975360E+00
  2.2720000E-02     1  -8.1495476E-01   5.9939741E-01   2.4281166E+00  -6.8632744E-01  -5.5769615E+00   1.1416083E+00
  2.2720000E-02     2   4.2945932E-02  -7.3970560E-01  -1.0393230E+00  -4.3823138E+00  -4.5925348E+00   3.0460924E+00
  3.4080000E-02     1  -8.2249987E-01   5.3586538E-01   2.4403371E+00  -6.4196853E-01  -5.6076820E+00   1.0097647E+00
  3.4080000E-02     2  -6.8450131E-03  -7.9039394E-01  -1.0027968E+00  -4.3807797E+00  -4.3284075E+00   3.3824380E+00
  4.5440000E-02     1  -8.2953878E-01   4.7200395E-01   2.4510561E+00  -5.9721247E-01  -5.6349496E+00   8.7729777E-01
  4.5440000E-02     2  -5.6519248E-02  -8.3797969E-01  -9.6252534E-01  -4.3617830E+00  -4.0465005E+00   3.7052370E+00
  5.6800000E-02     1  -8.3606713E-01   4.0785246E-01   2.4602672E+00  -5.5208699E-01  -5.6587478E+00   7.4428900E-01
  5.6800000E-02     2  -1.0587912E-01  -8.8226765E-01  -9.1866974E-01  -4.3254631E+00  -3.7480166E+00   4.0132611E+00
  6.8160000E-02     1  -8.4208090E-01   3.4345039E-01   2.4679646E+00  -5.0662006E-01  -5.6790623E+00   6.1082023E-01
  6.8160000E-02     2  -1.5472898E-01  -9.2307655E-01  -8.7140423E-01  -4.2720345E+00  -3.4341986E+00   4.3053947E+00
  7.9520000E-02     1  -8.4757636E-01   2.7883740E-01   2.4741436E+00  -4.6083981E-01  -5.6958812E+00   4.7697342E-01
  7.9520000E-02     2  -2.0287601E-01  -9.6023938E-01  -8.2091514E-01  -4.2017775E+00  -3.1063138E+00   4.5806378E+00
  9.0880000E-02     1  -8.5255010E-01   2.1405325E-01   2.4788004E+00  -4.1477457E-01  -5.7091944E+00   3.4283068E-01
  9.0880000E-02     2  -2.5013090E-01  -9.9360357E-01  -7.6739947E-01  -4.1150286E+00  -2.7656397E+00   4.8381051E+00
  1.0224000E-01     1  -8.5699906E-01   1.4913781E-01   2.4819319E+00  -3.6845284E-01  -5.7189944E+00   2.0847414E-01
  1.0224000E-01     2  -2.9630845E-01  -1.0230311E+00  -7.1106365E-01  -4.0121706E+00  -2.4134523E+00   5.0770229E+00
  1.1360000E-01     1  -8.6092049E-01   8.4131021E-02   2.4835364E+00  -3.2190322E-01  -5.7252757E+00   7.3985908E-02
  1.1360000E-01     2  -3.4122801E-01  -1.0483984E+00  -6.5212229E-01  -3.8936226E+00  -2.0510165E+00   5.2967238E+00
  1.2496000E-01     1  -8.6431195E-01   1.9072881E-02   2.4836127E+00  -2.7515444E-01  -5.7280350E+00  -6.0552009E-02
  1.2496000E-01     2  -3.8471383E-01  -1.0695961E+00  -5.9079701E-01  -3.7598309E+00  -1.6795784E+00   5.4966394E+00
  1.3632000E-01     1  -8.6717135E-01  -4.5996594E-02   2.4821608E+00  -2.2823534E-01  -5.7272713E+00  -1.9505775E-01
  1.3632000E-01     2  -4.2659540E-01  -1.0865290E+00  -5.2731538E-01  -3.6112602E+00  -1.3003619E+00   5.6762915E+00
  1.4768000E-01     1  -8.6949692E-01  -1.1103739E-01   2.4791814E+00  -1.8117480E-01  -5.7229854E+00  -3.2944970E-01
  1.4768000E-01     2  -4.6670751E-01  -1.0991154E+00  -4.6190991E-01  -3.4483871E+00  -9.1456759E-01   5.8352836E+00
  1.5904000E-01     1  -8.7128722E-01  -1.7600950E-01   2.4746764E+00  -1.3400177E-01  -5.7151805E+00  -4.6364651E-01
  1.5904000E-01     2  -5.0489042E-01  -1.1072875E+00  -3.9481721E-01  -3.2716935E+00  -5.2337509E-01   5.9732909E+00
  1.7040000E-01     1  -8.7254112E-01  -2.4087298E-01   2.4686484E+00  -8.6745236E-02  -5.7038620E+00  -5.9756723E-01
  1.7040000E-01     2  -5.4098988E-01  -1.1109905E+00  -3.2627721E-01  -3.0816634E+00  -1.2794935E-01   6.0900513E+00
  1.8176000E-01     1  -8.7325786E-01  -3.0558796E-01   2.4611010E+00  -3.9434196E-02  -5.6890369E+00  -7.3113132E-01
  1.8176000E-01     2  -5.7485714E-01  -1.1101829E+00  -2.5653249E-01  -2.8787801E+00   2.7054932E-01   6.1853577E+00
  1.9312000E-01     1  -8.7343697E-01  -3.7011466E-01   2.4520388E+00   7.9023577E-03  -5.6707147E+00  -8.6425876E-01
  1.9312000E-01     2  -6.0634893E-01  -1.1048364E+00  -1.8582773E-01  -2.6635274E+00   6.7095101E-01   6.2590506E+00
  2.0448000E-01     1  -8.7307833E-01  -4.3441340E-01   2.4414670E+00   5.5235456E-02  -5.6489066E+00  -9.9687012E-01
  2.0448000E-01     2  -6.3532749E-01  -1.0949362E+00  -1.1440915E-01  -2.4363920E+00   1.0720571E+00   6.3110133E+00
  2.1584000E-01     1  -8.7218215E-01  -4.9844466E-01   2.4293921E+00   1.0253617E-01  -5.6236257E+00  -1.1288866E+00
  2.1584000E-01     2  -6.6166063E-01  -1.0804813E+00  -4.2524088E-02  -2.1978690E+00   1.4726157E+00   6.3411685E+00
  2.2720000E-01     1  -8.7074894E-01  -5.6216908E-01   2.4158213E+00   1.4977563E-01  -5.5948869E+00  -1.2602301E+00
  2.2720000E-01     2  -6.8522189E-01  -1.0614855E+00   2.9579469E-02  -1.9484721E+00   1.8712914E+00   6.3494775E+00
  2.3856000E-01     1  -8.6877958E-01  -6.2554746E-01   2.4007625E+00   1.9692504E-01  -5.5627068E+00  -1.3908233E+00
  2.3856000E-01     2  -7.0589080E-01  -1.0379782E+00   1.0165331E-01  -1.6887456E+00   2.2666277E+00   6.3359396E+00
  2.4992000E-01     1  -8.6627526E-01  -6.8854082E-01   2.3842249E+00   2.4395573E-01  -5.5271035E+00  -1.5205898E+00
  2.4992000E-01     2  -7.2355331E-01  -1.0100065E+00   1.7344943E-01  -1.4192823E+00   2.6570022E+00   6.3005931E+00
  2.6128000E-01     1  -8.6323747E-01  -7.5111037E-01   2.3662182E+00   2.9083913E-01  -5.4880967E+00  -1.6494537E+00
  2.6128000E-01     2  -7.3810252E-01  -9.7763685E-01   2.4472048E-01  -1.1407455E+00   3.0405747E+00   6.2435134E+00
  2.7264000E-01     1  -8.5966806E-01  -8.1321756E-01   2.3467530E+00   3.3754685E-01  -5.4457070E+00  -1.7773399E+00
