  0.0000000E+00   1.420826866E-01  -6.298679993E-01  -1.100570222E+00  -4.332856300E+00  -5.062934925E+00   2.338203212E+00
  1.1360000E-02   9.265480568E-02  -6.861232247E-01  -1.071957728E+00  -4.366328527E+00  -4.837735427E+00   2.697535988E+00
  2.2720000E-02   4.294593150E-02  -7.397055995E-01  -1.039323022E+00  -4.382313828E+00  -4.592534811E+00   3.046092419E+00
  3.4080000E-02  -6.845013102E-03  -7.903939374E-01  -1.002796759E+00  -4.380779735E+00  -4.328407518E+00   3.382438031E+00
  4.5440000E-02  -5.651924831E-02  -8.379796851E-01  -9.625253398E-01  -4.361782974E+00  -4.046500456E+00   3.705237046E+00
  5.6800000E-02  -1.058791158E-01  -8.822676518E-01  -9.186697356E-01  -4.325463071E+00  -3.748016567E+00   4.013261083E+00
  6.8160000E-02  -1.547289760E-01  -9.230765535E-01  -8.714042343E-01  -4.272034460E+00  -3.434198610E+00   4.305394697E+00
  7.9520000E-02  -2.028760082E-01  -9.602393764E-01  -8.209151413E-01  -4.201777466E+00  -3.106313768E+00   4.580637792E+00
  9.0880000E-02  -2.501309050E-01  -9.936035739E-01  -7.673994689E-01  -4.115028605E+00  -2.765639671E+00   4.838105086E+00
  1.0224000E-01  -2.963084536E-01  -1.023031114E+00  -7.110636478E-01  -4.012170616E+00  -2.413452340E+00   5.077022922E+00
  1.1360000E-01  -3.412280052E-01  -1.048398406E+00  -6.521222886E-01  -3.893622628E+00  -2.051016464E+00   5.296723843E+00
  1.2496000E-01  -3.847138343E-01  -1.069596123E+00  -5.907970142E-01  -3.759830867E+00  -1.679578364E+00   5.496639370E+00
  1.3632000E-01  -4.265953984E-01  -1.086528975E+00  -5.273153830E-01  -3.611260239E+00  -1.300361901E+00   5.676291525E+00
  1.4768000E-01  -4.667075074E-01  -1.099115440E+00  -4.619099126E-01  -3.448387104E+00  -9.145675870E-01   5.835283617E+00
  1.5904000E-01  -5.048904198E-01  -1.107287511E+00  -3.948172098E-01  -3.271693539E+00  -5.233750868E-01   5.973290854E+00
  1.7040000E-01  -5.409898833E-01  -1.110990493E+00  -3.262772059E-01  -3.081663354E+00  -1.279493542E-01   6.090051295E+00
  1.8176000E-01  -5.748571410E-01  -1.110182883E+00  -2.565324898E-01  -2.878780112E+00   2.705493235E-01   6.185357681E+00
  1.9312000E-01  -6.063489283E-01  -1.104836402E+00  -1.858277278E-01  -2.663527445E+00   6.709510104E-01   6.259050584E+00
  2.0448000E-01  -6.353274872E-01  -1.094936202E+00  -1.144091505E-01  -2.436391953E+00   1.072057056E+00   6.311013275E+00
  2.1584000E-01  -6.616606309E-01  -1.080481329E+00  -4.252408836E-02  -2.197869043E+00   1.472615663E+00   6.341168550E+00
  2.2720000E-01  -6.852218918E-01  -1.061485489E+00   2.957946921E-02  -1.948472121E+00   1.871291367E+00   6.349477471E+00
  2.3856000E-01  -7.058907967E-01  -1.037978213E+00   1.016533082E-01  -1.688745603E+00   2.266627655E+00   6.335939557E+00
  2.4992000E-01  -7.235533130E-01  -1.010006470E+00   1.734494296E-01  -1.419282273E+00   2.657002178E+00   6.300593130E+00
  2.6128000E-01  -7.381025194E-01  -9.776368458E-01   2.447204834E-01  -1.140745465E+00   3.040574711E+00   6.243513372E+00
  2.7264000E-01  -7.494395579E-01  -9.409583384E-01   3.152201476E-01  -8.538964148E-01   3.415229688E+00   6.164803871E+00
  2.8400000E-01  -7.574749251E-01  -9.000858189E-01   3.847033462E-01  -5.596266339E-01   3.778518487E+00   6.064575403E+00
  2.9536000E-01  -7.621301562E-01  -8.551640982E-01   4.529261163E-01  -2.589942697E-01   4.127612571E+00   5.942904027E+00
  3.0672000E-01  -7.633399320E-01  -8.063723762E-01   5.196448458E-01   4.673828813E-02   4.459287459E+00   5.799761202E+00
  3.1808000E-01  -7.610545972E-01  -7.539285564E-01   5.846145480E-01   3.560708599E-01   4.769968371E+00   5.634915121E+00
  3.2944000E-01  -7.552429974E-01  -6.980925112E-01   6.475859150E-01   6.672445938E-01   5.055875663E+00   5.447818867E+00
  3.4080000E-01  -7.458954276E-01  -6.391669728E-01   7.083012145E-01   9.782452082E-01   5.313300666E+00   5.237528443E+00
  3.5216000E-01  -7.330263519E-01  -5.774945506E-01   7.664897525E-01   1.286841753E+00   5.539005667E+00   5.002721630E+00
  3.6352000E-01  -7.166764499E-01  -5.134498187E-01   8.218644798E-01   1.590666257E+00   5.730672774E+00   4.741890009E+00
