  0.0000000E+00  -7.983649208E-01   7.253170545E-01   2.399202799E+00  -7.737441256E-01  -5.505238607E+00   1.403100618E+00
  1.1360000E-02  -8.069081145E-01   6.625609363E-01   2.414402397E+00  -7.302617101E-01  -5.542806713E+00   1.272747219E+00
  2.2720000E-02  -8.149547558E-01   5.993974115E-01   2.428116642E+00  -6.863274355E-01  -5.576961462E+00   1.141608294E+00
  3.4080000E-02  -8.224998658E-01   5.358653765E-01   2.440337069E+00  -6.419685252E-01  -5.607681975E+00   1.009764725E+00
  4.5440000E-02  -8.295387768E-01   4.720039523E-01   2.451056136E+00  -5.972124675E-01  -5.634949574E+00   8.772977731E-01
  5.6800000E-02  -8.360671342E-01   4.078524598E-01   2.460267223E+00  -5.520869940E-01  -5.658747781E+00   7.442890038E-01
  6.8160000E-02  -8.420809002E-01   3.434503945E-01   2.467964640E+00  -5.066200569E-01  -5.679062327E+00   6.108202259E-01
  7.9520000E-02  -8.475763555E-01   2.788374012E-01   2.474143627E+00  -4.608398072E-01  -5.695881151E+00   4.769734225E-01
  9.0880000E-02  -8.525501015E-01   2.140532495E-01   2.478800355E+00  -4.147745727E-01  -5.709194397E+00   3.428306845E-01
  1.0224000E-01  -8.569990625E-01   1.491378082E-01   2.481931930E+00  -3.684528366E-01  -5.718994410E+00   2.084741441E-01
  1.1360000E-01  -8.609204870E-01   8.413102089E-02   2.483536389E+00  -3.219032161E-01  -5.725275722E+00   7.398590802E-02
  1.2496000E-01  -8.643119494E-01   1.907288068E-02   2.483612702E+00  -2.751544417E-01  -5.728035046E+00  -6.055200946E-02
  1.3632000E-01  -8.671713509E-01  -4.599659423E-02   2.482160769E+00  -2.282353363E-01  -5.727271258E+00  -1.950577537E-01
  1.4768000E-01  -8.694969207E-01  -1.110373850E-01   2.479181421E+00  -1.811747956E-01  -5.722985375E+00  -3.294496976E-01
  1.5904000E-01  -8.712872163E-01  -1.760094966E-01   2.474676411E+00  -1.340017681E-01  -5.715180533E+00  -4.636465101E-01
  1.7040000E-01  -8.725411246E-01  -2.408729812E-01   2.468648418E+00  -8.674523604E-02  -5.703861959E+00  -5.975672260E-01
  1.8176000E-01  -8.732578617E-01  -3.055879622E-01   2.461101034E+00  -3.943419641E-02  -5.689036929E+00  -7.311313163E-01
  1.9312000E-01  -8.734369730E-01  -3.701146573E-01   2.452038768E+00   7.902357734E-03  -5.670714732E+00  -8.642587602E-01
  2.0448000E-01  -8.730783332E-01  -4.344134007E-01   2.441467030E+00   5.523545582E-02  -5.648906607E+00  -9.968701162E-01
  2.1584000E-01  -8.721821460E-01  -4.984446649E-01   2.429392131E+00   1.025361685E-01  -5.623625677E+00  -1.128886591E+00
  2.2720000E-01  -8.707489434E-01  -5.621690820E-01   2.415821275E+00   1.497756269E-01  -5.594886860E+00  -1.260230106E+00
  2.3856000E-01  -8.687795848E-01  -6.255474631E-01   2.400762544E+00   1.969250430E-01  -5.562706760E+00  -1.390823344E+00
  2.4992000E-01  -8.662752560E-01  -6.885408171E-01   2.384224899E+00   2.439557315E-01  -5.527103527E+00  -1.520589780E+00
  2.6128000E-01  -8.632374683E-01  -7.511103668E-01   2.366218162E+00   2.908391345E-01  -5.488096691E+00  -1.649453667E+00
