  0.0000000E+00   2.621062125E+00   2.339110984E-01   7.081188460E+01   3.599352144E+02   7.506200122E+01   8.703166555E+01   5.850000000E-01   5.832500405E+08   2.780000000E+01   1.000000000E+00   1.045678990E+03  -5.364736835E-05   1.718321865E-02
  1.1360000E-02   2.621034971E+00   2.339028163E-01   7.081191107E+01   1.359310280E+00   7.506929897E+01   8.703177962E+01   5.850000000E-01   5.832500405E+08   2.780000000E+01   1.000000000E+00   1.045662741E+03  -5.364736835E-05   1.718321865E-02
  2.2720000E-02   2.620990850E+00   2.338888824E-01   7.081193942E+01   2.783819229E+00   7.507603714E+01   8.703192773E+01   5.850000000E-01   5.832500405E+08   2.780000000E+01   1.000000000E+00   1.045636337E+03  -5.364736835E-05   1.718321865E-02
  3.4080000E-02   2.620931138E+00   2.338698482E-01   7.081196672E+01   4.208924635E+00   7.508198693E+01   8.703210825E+01   5.850000000E-01   5.832500405E+08   2.780000000E+01   1.000000000E+00   1.045600605E+03  -5.364736835E-05   1.718321865E-02
  4.5440000E-02   2.620857663E+00   2.338464497E-01   7.081199025E+01   5.634785574E+00   7.508694724E+01   8.703231879E+01   5.850000000E-01   5.832500405E+08   2.780000000E+01   1.000000000E+00   1.045556636E+03  -5.364736835E-05   1.718321865E-02
  5.6800000E-02   2.620772668E+00   2.338195866E-01   7.081200750E+01   7.061529732E+00   7.509075279E+01   8.703255618E+01   5.850000000E-01   5.832500405E+08   2.780000000E+01   1.000000000E+00   1.045505776E+03  -5.364736835E-05   1.718321865E-02
  6.8160000E-02   2.620678769E+00   2.337902949E-01   7.081201633E+01   8.489247222E+00   7.509328122E+01   8.703281646E+01   5.850000000E-01   5.832500405E+08   2.780000000E+01   1.000000000E+00   1.045449587E+03  -5.364736835E-05   1.718321865E-02
  7.9520000E-02   2.620578896E+00   2.337597162E-01   7.081201505E+01   9.917985511E+00   7.509445912E+01   8.703309482E+01   5.850000000E-01   5.832500405E+08   2.780000000E+01   1.000000000E+00   1.045389826E+03  -5.364736835E-05   1.718321865E-02
  9.0880000E-02   2.620476237E+00   2.337290625E-01   7.081200255E+01   1.134774561E+01   7.509426666E+01   8.703338566E+01   5.850000000E-01   5.832500405E+08   2.780000000E+01   1.000000000E+00   1.045328398E+03  -5.364736835E-05   1.718321865E-02
  1.0224000E-01   2.620374174E+00   2.336995787E-01   7.081197843E+01   1.277847963E+01   7.509274086E+01   8.703368245E+01   5.850000000E-01   5.832500405E+08   2.780000000E+01   1.000000000E+00   1.045267328E+03  -5.364736835E-05   1.718321865E-02
  1.1360000E-01   2.620276214E+00   2.336725032E-01   7.081194308E+01   1.421008964E+01   7.508997748E+01   8.703397776E+01   5.850000000E-01   5.832500405E+08   2.780000000E+01   1.000000000E+00   1.045208714E+03  -5.364736835E-05   1.718321865E-02
  1.2496000E-01   2.620185924E+00   2.336490285E-01   7.081189793E+01   1.564242803E+01   7.508613151E+01   8.703426318E+01   5.850000000E-01   5.832500405E+08   2.780000000E+01   1.000000000E+00   1.045154690E+03  -5.364736835E-05   1.718321865E-02
